referencia,estado,municipio,quantidade
2014,SANTA CATARINA,RODEIO,0.01
2019,PARA,ORIXIMINA,406.14
2017,RIO GRANDE DO SUL,SAO SEPE,2.5
2015,MINAS GERAIS,ARAGUARI,121.19
2018,CEARA,AMONTADA,14436.01
2020,PERNAMBUCO,SERRA TALHADA,13.8
2017,RIO GRANDE DO NORTE,NATAL,25665
2018,SANTA CATARINA,IRINEOPOLIS,32000
2020,RIO GRANDE DO SUL,TIO HUGO,0.5
2013,MINAS GERAIS,BAEPENDI,24.07
2019,PARA,TOME-ACU,6.9
2020,SAO PAULO,DESCALVADO,391.24
2019,PARANA,TRES BARRAS DO PARANA,220.39
2017,MINAS GERAIS,ESPINOSA,0.01
2014,SAO PAULO,PALMEIRA D'OESTE,0
2015,PARAIBA,PILOES,0.5
2013,PARA,JACUNDA,5
2013,SAO PAULO,ENGENHEIRO COELHO,6.67
2021,CEARA,ACARAPE,59313.20000000001
2015,MINAS GERAIS,CARMO DO PARANAIBA,4.49
2018,PERNAMBUCO,PAULISTA,128.65000000000003
2019,SAO PAULO,BARIRI,772
2013,MINAS GERAIS,CATAGUASES,170.68
2017,RIO GRANDE DO NORTE,PARELHAS,12.209999999999997
2017,GOIAS,SAO LUIS DE MONTES BELOS,22.46
2019,MINAS GERAIS,TABULEIRO,80.01
2020,SANTA CATARINA,ASCURRA,62.72
2014,SAO PAULO,SEBASTIANOPOLIS DO SUL,1217.13
2017,BAHIA,RIACHAO DO JACUIPE,3.5999999999999996
2015,PERNAMBUCO,PAULISTA,3.73
2016,RIO GRANDE DO SUL,TUPANDI,10.24
2018,RIO DE JANEIRO,PORTO REAL,553.87
2014,RIO GRANDE DO NORTE,CARNAUBA DOS DANTAS,7.309999999999999
2013,MINAS GERAIS,CONGONHAL,0.43
2019,SAO PAULO,MONTE ALTO,13.190000000000001
2018,PARANA,CAFELANDIA,250
2018,PERNAMBUCO,CARUARU,8.729999999999999
2017,MINAS GERAIS,ITURAMA,1721.94
2018,MINAS GERAIS,SAO JOAO DO ORIENTE,2.1199999999999988
2015,SANTA CATARINA,CAMPO ALEGRE,4110.21
2019,MINAS GERAIS,JAIBA,37.93
2020,MINAS GERAIS,ROCHEDO DE MINAS,0.18
2019,GOIAS,PEROLANDIA,1605.3999999999999
2019,SAO PAULO,CARDOSO,0.1
2019,MINAS GERAIS,MACHADO,11.5
2021,SAO PAULO,BASTOS,46.1
2019,ESPIRITO SANTO,MUNIZ FREIRE,0.2
2018,SAO PAULO,PINDAMONHANGABA,1499.9500000000003
2015,MINAS GERAIS,BORDA DA MATA,0.14
2017,SAO PAULO,SUMARE,241.21999999999997
2015,RIO GRANDE DO SUL,SOLEDADE,21355.64
2021,PARA,ACARA,93.46
2017,RIO GRANDE DO SUL,ALPESTRE,0.08
2015,SANTA CATARINA,FLORIANOPOLIS,2001.56
2013,MINAS GERAIS,SOLEDADE DE MINAS,10
2014,MINAS GERAIS,PRESIDENTE OLEGARIO,453.19
2020,RIO GRANDE DO SUL,LINDOLFO COLLOR,0
2017,MINAS GERAIS,GOUVEIA,250.59
2016,BAHIA,ELISIO MEDRADO,0
2015,BAHIA,JEQUIE,0.06
2020,MARANHAO,PARAIBANO,0.3
2017,SANTA CATARINA,SAO JOAO DO OESTE,86.02000000000001
2017,MINAS GERAIS,PRESIDENTE OLEGARIO,65
2018,MINAS GERAIS,SARZEDO,175.73
2020,SANTA CATARINA,CANOINHAS,63339.42999999999
2019,BAHIA,LICINIO DE ALMEIDA,9
2016,MATO GROSSO DO SUL,SONORA,53.32
2019,MINAS GERAIS,MATIPO,19.53
2014,PARANA,IVATE,1126
2021,MINAS GERAIS,ITAJUBA,89.83000000000001
2016,PARANA,MEDIANEIRA,197.82999999999998
2019,GOIAS,ALTO HORIZONTE,0.01
2020,CEARA,PINDORETAMA,0
2018,CEARA,SAO GONCALO DO AMARANTE,123275.50000000004
2014,AMAZONAS,SAO GABRIEL DA CACHOEIRA,25805.8
2014,PARA,TUCUMA,56.150000000000006
2016,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,10
2016,CEARA,QUITERIANOPOLIS,1020.25
2016,MATO GROSSO DO SUL,SETE QUEDAS,4.95
2020,SAO PAULO,IPUA,11.16
2017,CEARA,ACOPIARA,36504
2016,RIO DE JANEIRO,RIO DAS OSTRAS,11375.67
2016,PARA,CAPITAO POCO,0.5
2017,MINAS GERAIS,LAGAMAR,39.5
2014,PIAUI,TERESINA,14.720000000000002
2014,RIO DE JANEIRO,BARRA MANSA,273160.31
2021,SAO PAULO,PRESIDENTE PRUDENTE,26025.52999999999
2014,MARANHAO,CHAPADINHA,1314
2020,TOCANTINS,BARRA DO OURO,1.8
2021,ESPIRITO SANTO,LARANJA DA TERRA,11.26
2020,RIO GRANDE DO SUL,SAO GABRIEL,1302.78
2016,GOIAS,QUIRINOPOLIS,4997.59
2021,BAHIA,ITABUNA,717.4200000000001
2019,SAO PAULO,VALENTIM GENTIL,0.01
2013,SANTA CATARINA,NOVA VENEZA,543.1600000000001
2014,TOCANTINS,AGUIARNOPOLIS,3138.48
2017,TOCANTINS,ITAPORA DO TOCANTINS,0.5
2016,MINAS GERAIS,MENDES PIMENTEL,0.03
2020,MINAS GERAIS,CARVALHOS,89.31
2014,TOCANTINS,SANTA FE DO ARAGUAIA,2
2018,ALAGOAS,TEOTONIO VILELA,152420
2021,PARAIBA,GUARABIRA,16238.61
2017,SAO PAULO,NUPORANGA,598.8299999999999
2018,MINAS GERAIS,SANTA VITORIA,2565
2018,PARANA,JAGUARIAIVA,1767.53
2019,PERNAMBUCO,GARANHUNS,5980.54
2017,SANTA CATARINA,LUIZ ALVES,2803.54
2016,BAHIA,BOQUIRA,10.23
2020,RIO GRANDE DO SUL,ALVORADA,10.499999999999998
2017,RIO GRANDE DO SUL,ARROIO DO MEIO,42.09
2015,SAO PAULO,NOVA CAMPINA,129.25
2017,SANTA CATARINA,CHAPECO,257523.81999999998
2020,RIO GRANDE DO SUL,TRIUNFO,11677.760000000002
2013,MINAS GERAIS,POCO FUNDO,0.01
2016,CEARA,ACARAU,0.01
2013,PARANA,UBIRATA,25.860000000000003
2019,SAO PAULO,ARUJA,32.37
2015,MINAS GERAIS,MONTE ALEGRE DE MINAS,0.35
2013,PARAIBA,CALDAS BRANDAO,0.12
2016,RIO GRANDE DO SUL,ESTEIO,12.61
2018,RIO GRANDE DO SUL,CRUZEIRO DO SUL,210.16
2017,RONDONIA,ALTO PARAISO,0.01
2015,MINAS GERAIS,INHAUMA,0.1
2019,MARANHAO,PAULINO NEVES,0.8
2014,RIO DE JANEIRO,ITATIAIA,12.219999999999999
2018,RIO DE JANEIRO,RESENDE,215.31
2016,RIO GRANDE DO SUL,VERA CRUZ,0.2
2017,PARANA,TOLEDO,2384298.3899999997
2018,RIO GRANDE DO SUL,NOVA ESPERANCA DO SUL,20.49
2020,MINAS GERAIS,DIAMANTINA,6.279999999999999
2018,BAHIA,MEDEIROS NETO,66.89
2019,RIO GRANDE DO SUL,GENERAL CAMARA,26
2019,RIO GRANDE DO SUL,PALMITINHO,0.03
2019,BAHIA,ITAMARAJU,4
2014,MINAS GERAIS,CONCEICAO DAS ALAGOAS,980.59
2019,CEARA,PARAMOTI,0.48
2014,SAO PAULO,REGENTE FEIJO,12.190000000000001
2015,SAO PAULO,SUZANO,4499.759999999999
2016,PARA,SANTA BARBARA DO PARA,2.91
2019,SAO PAULO,CASTILHO,171.6
2015,MATO GROSSO DO SUL,DOURADOS,1532.73
2020,SAO PAULO,AVARE,115.58
2019,MINAS GERAIS,SAO TIAGO,0.55
2018,RIO GRANDE DO SUL,LAJEADO,41.11
2018,PERNAMBUCO,PETROLANDIA,280
2020,MATO GROSSO,CANARANA,0.04
2017,SANTA CATARINA,CANOINHAS,90532.43
2020,SAO PAULO,CLEMENTINA,233.62
2021,MINAS GERAIS,ARAPUA,1.65
2016,PARANA,HONORIO SERPA,123.8
2014,SANTA CATARINA,SANTA TEREZINHA,0.11
2016,SAO PAULO,CAFELANDIA,78.92
2020,MINAS GERAIS,ASTOLFO DUTRA,7.37
2017,BAHIA,CONDEUBA,0.01
2020,RONDONIA,TEIXEIROPOLIS,200
2015,GOIAS,JANDAIA,17
2015,PARANA,MAUA DA SERRA,286.27000000000004
2017,MINAS GERAIS,CANAPOLIS,1527.21
2018,MINAS GERAIS,SAO GOTARDO,2.6100000000000003
2013,SAO PAULO,CANDIDO MOTA,17
2014,RIO GRANDE DO SUL,NOVO HAMBURGO,14.4
2020,PARANA,LOANDA,2.499999999999999
2014,BAHIA,PAULO AFONSO,2.6399999999999997
2017,RIO GRANDE DO SUL,SERAFINA CORREA,37.68
2020,CEARA,GUAIUBA,17703.36
2018,SAO PAULO,VIRADOURO,37.35
2016,MINAS GERAIS,MATO VERDE,9.8
2021,SAO PAULO,REGISTRO,0.17
2018,RIO GRANDE DO SUL,IBIRUBA,0
2013,SANTA CATARINA,BALNEARIO ARROIO DO SILVA,15.97
2018,SAO PAULO,JABOTICABAL,283.57
2016,PARANA,ITAPERUCU,0.11
2018,PERNAMBUCO,VITORIA DE SANTO ANTAO,237.81000000000003
2021,GOIAS,ALTO HORIZONTE,0.01
2019,BAHIA,SEABRA,0.01
2017,MATO GROSSO,JUINA,1014.94
2020,PARA,CASTANHAL,573.39
2016,CEARA,ITAREMA,2.03
2017,SAO PAULO,PEREIRA BARRETO,559.8
2013,SAO PAULO,JANDIRA,2.6
2016,MATO GROSSO,CUIABA,9047.64
2020,PARANA,ENEAS MARQUES,1196.8
2017,RIO GRANDE DO SUL,FONTOURA XAVIER,0.01
2017,MINAS GERAIS,ANDRELANDIA,129.58
2021,BAHIA,ITAPE,3
2018,MINAS GERAIS,ITAMBACURI,751.0200000000001
2015,MINAS GERAIS,DELFINOPOLIS,10.9
2016,RIO GRANDE DO SUL,GUAPORE,11.04
2014,ESPIRITO SANTO,AFONSO CLAUDIO,1
2015,SAO PAULO,TAQUARITINGA,0.3
2014,RIO GRANDE DO SUL,BOA VISTA DO BURICA,10180.060000000001
2020,PERNAMBUCO,BARREIROS,0.02
2018,BAHIA,PALMAS DE MONTE ALTO,0.04
2019,MINAS GERAIS,LAGOA GRANDE,10.959999999999999
2013,RIO GRANDE DO SUL,MONTAURI,0.1
2015,PERNAMBUCO,DORMENTES,8.3
2020,MINAS GERAIS,COIMBRA,4
2020,AMAZONAS,PRESIDENTE FIGUEIREDO,295.94999999999993
2018,SAO PAULO,PLANALTO,1701
2020,PARAIBA,PEDRAS DE FOGO,6504.38
2017,PARA,VISEU,0.8
2015,SAO PAULO,PRESIDENTE EPITACIO,23374.82
2022,SAO PAULO,SAO SIMAO,1.5
2013,BAHIA,IRECE,0.04
2017,SAO PAULO,GUAIRA,35143.09999999999
2018,MINAS GERAIS,JEQUERI,201
2016,CEARA,PINDORETAMA,0
2014,ESPIRITO SANTO,ALFREDO CHAVES,0.07
2021,SANTA CATARINA,LAURENTINO,2.44
2019,GOIAS,VILA PROPICIO,3.2
2015,MINAS GERAIS,SAO DOMINGOS DO PRATA,1.1500000000000001
2014,SAO PAULO,MAIRINQUE,429.97
2017,RIO GRANDE DO SUL,SANTO AUGUSTO,0.31
2014,RIO DE JANEIRO,MARICA,6000
2018,MATO GROSSO DO SUL,MIRANDA,6
2018,MARANHAO,SAO LUIS,20709.230000000007
2018,BAHIA,VITORIA DA CONQUISTA,499.98
2015,GOIAS,GOIATUBA,1484.4199999999998
2013,CEARA,AQUIRAZ,48.11
2018,SANTA CATARINA,VITOR MEIRELES,2.51
2016,SANTA CATARINA,BARRA VELHA,150.84
2020,BAHIA,CANDIBA,0.04
2022,SAO PAULO,BAURU,1.1
2017,PARANA,TERRA BOA,89.87
2021,RIO GRANDE DO SUL,MONTAURI,0.52
2014,BAHIA,MAIQUINIQUE,24
2013,RIO GRANDE DO SUL,CANOAS,7255.49
2019,PARANA,ALTO PARAISO,752.94
2014,TOCANTINS,DIVINOPOLIS DO TOCANTINS,2.2
2022,MINAS GERAIS,ITUIUTABA,0.35
2017,SAO PAULO,SAO JOAQUIM DA BARRA,4678.9
2021,RIO GRANDE DO SUL,ITAARA,1.8
2021,SANTA CATARINA,ITUPORANGA,8443.24
2019,BAHIA,SATIRO DIAS,0.03
2021,SAO PAULO,PITANGUEIRAS,1833.8600000000001
2018,RIO DE JANEIRO,ITAOCARA,44.36
2014,SAO PAULO,JUMIRIM,39.57
2021,MINAS GERAIS,ENTRE RIOS DE MINAS,0.44000000000000006
2020,RIO DE JANEIRO,NOVA FRIBURGO,49168.5
2013,MINAS GERAIS,ALVINOPOLIS,0.01
2014,RIO DE JANEIRO,BARRA DO PIRAI,14.21
2021,RIO GRANDE DO SUL,PANAMBI,10.17
2016,BAHIA,ILHEUS,350.8299999999999
2017,MATO GROSSO,COLNIZA,1
2016,MINAS GERAIS,CARMO DO PARANAIBA,4.15
2016,PARANA,CURIUVA,0.42
2021,PARANA,MARIPA,22.330000000000002
2019,PARANA,IBAITI,1955.24
2014,CEARA,CASCAVEL,60220.799999999996
2020,SAO PAULO,BOITUVA,745.98
2017,SAO PAULO,IBIUNA,0.4
2016,BAHIA,BRUMADO,18593.94
2019,PARANA,IPIRANGA,6.109999999999999
2017,MATO GROSSO,MIRASSOL D'OESTE,267.14
2016,MARANHAO,BACABEIRA,1.46
2019,MINAS GERAIS,INDAIABIRA,278
2017,MINAS GERAIS,NOVO ORIENTE DE MINAS,0.05
2021,SAO PAULO,AMERICO BRASILIENSE,1328.4600000000003
2019,CEARA,MAURITI,0.13
2020,MINAS GERAIS,SANTA BARBARA DO MONTE VERDE,13.82
2013,PARA,CAPITAO POCO,0.2
2017,SANTA CATARINA,ABELARDO LUZ,509.61000000000007
2017,SAO PAULO,GARCA,1.1
2020,SAO PAULO,SUZANO,4180.560000000001
2016,SANTA CATARINA,ARMAZEM,13.53
2018,SAO PAULO,POTIRENDABA,280.24
2019,SANTA CATARINA,JOINVILLE,4684.48
2015,ESPIRITO SANTO,AFONSO CLAUDIO,2.5
2019,ACRE,FEIJO,79
2016,RIO GRANDE DO SUL,MONTAURI,0.1
2013,MINAS GERAIS,FRANCISCOPOLIS,0.01
2014,RIO GRANDE DO SUL,ELDORADO DO SUL,1224.4
2020,SAO PAULO,SAO PEDRO DO TURVO,10
2013,SAO PAULO,GUAPIACU,3
2018,GOIAS,CRIXAS,0.82
2021,PARANA,RIBEIRAO DO PINHAL,3000
2017,PIAUI,JUAZEIRO DO PIAUI,3
2013,AMAZONAS,IRANDUBA,85.59
2015,PERNAMBUCO,BODOCO,100
2019,SAO PAULO,PEDREGULHO,28.1
2014,SANTA CATARINA,ITAPIRANGA,1224.64
2020,SAO PAULO,ANALANDIA,15.01
2019,RIO GRANDE DO SUL,AJURICABA,1
2015,MINAS GERAIS,ALFENAS,16.990000000000002
2014,BAHIA,SANTA MARIA DA VITORIA,47.57999999999999
2016,MINAS GERAIS,CORONEL XAVIER CHAVES,0.02
2017,MATO GROSSO DO SUL,COXIM,10
2018,SAO PAULO,VARGEM GRANDE DO SUL,987.21
2015,PARANA,ASTORGA,15.02
2018,SANTA CATARINA,FRAIBURGO,1485.79
2014,MINAS GERAIS,PARAOPEBA,147.29999999999998
2013,RIO GRANDE DO NORTE,UPANEMA,0.6
2020,SAO PAULO,ASSIS,0.32999999999999996
2021,RIO GRANDE DO SUL,RESTINGA SECA,5.5
2021,SANTA CATARINA,DONA EMMA,175.59
2021,MINAS GERAIS,TRES PONTAS,36.53999999999999
2014,MINAS GERAIS,SAO JOAO DO PARAISO,0.01
2017,SAO PAULO,NOVA ALIANCA,62.27
2015,MATO GROSSO DO SUL,AMAMBAI,101.6
2015,MINAS GERAIS,LIMEIRA DO OESTE,569.21
2017,ALAGOAS,IGACI,1
2018,MINAS GERAIS,RESPLENDOR,0
2018,SAO PAULO,IPERO,14112.03
2022,MINAS GERAIS,EXTREMA,28
2016,RIO DE JANEIRO,BARRA MANSA,2443179.3499999996
2019,BAHIA,IBIASSUCE,0.2800000000000001
2015,SANTA CATARINA,GUARUJA DO SUL,1.03
2021,CEARA,JAGUARUANA,0.51
2014,MINAS GERAIS,SAO JOSE DO GOIABAL,0.02
2018,RIO GRANDE DO SUL,DOM PEDRITO,62.230000000000004
2015,RIO GRANDE DO SUL,CAPAO DO LEAO,176.47
2020,MARANHAO,ANAJATUBA,14.94
2021,MATO GROSSO,CANARANA,0.04
2017,SAO PAULO,IPUA,17.62
2016,MINAS GERAIS,ITABIRA,3.25
2019,SANTA CATARINA,SANTO AMARO DA IMPERATRIZ,0.01
2015,RONDONIA,GUAJARA-MIRIM,0.3
2021,SANTA CATARINA,CAMPO ALEGRE,1267.66
2015,RIO GRANDE DO SUL,PIRATINI,5.3100000000000005
2019,SAO PAULO,MAIRIPORA,16.240000000000002
2015,GOIAS,OUVIDOR,3.95
2021,ALAGOAS,SAO JOSE DA LAJE,108.65
2020,SAO PAULO,ITAI,31.45
2020,MINAS GERAIS,CARANDAI,498863.13
2013,MINAS GERAIS,PADRE PARAISO,3.7800000000000002
2015,SAO PAULO,PONTAL,33047.719999999994
2014,RIO DE JANEIRO,RIO DAS FLORES,0.01
2019,PERNAMBUCO,SAO CAITANO,7
2021,MATO GROSSO DO SUL,AGUA CLARA,4765.25
2020,PARANA,APUCARANA,1182.5999999999992
2021,RIO GRANDE DO SUL,IRAI,0.060000000000000005
2017,PARAIBA,JUAZEIRINHO,1.2
2015,ESPIRITO SANTO,ALFREDO CHAVES,0.01
2021,SANTA CATARINA,JAGUARUNA,122.78999999999999
2015,PARA,CONCEICAO DO ARAGUAIA,187.24
2015,CEARA,APUIARES,12.1
2015,SANTA CATARINA,SAO JOAO BATISTA,0
2020,AMAZONAS,TABATINGA,600
2019,RIO GRANDE DO SUL,JULIO DE CASTILHOS,7.6
2014,PARA,BELTERRA,180
2020,PARANA,VENTANIA,1085.92
2016,SANTA CATARINA,PRESIDENTE GETULIO,220.64
2016,SAO PAULO,VALPARAISO,1779.1899999999996
2017,SAO PAULO,JUNQUEIROPOLIS,1738.8799999999999
2018,GOIAS,MOSSAMEDES,0.02
2017,PARANA,CURITIBA,20956.259999999977
2013,MATO GROSSO,NOBRES,20000
2014,CEARA,SOBRAL,1482.77
2015,PARA,PARAGOMINAS,31
2018,MINAS GERAIS,VIEIRAS,0
2016,ALAGOAS,MATRIZ DE CAMARAGIBE,482.2
2013,RIO GRANDE DO SUL,DOIS IRMAOS,7.8
2020,RIO GRANDE DO SUL,SAO FRANCISCO DE ASSIS,0.08
2017,RIO GRANDE DO SUL,PELOTAS,1501.5800000000002
2014,SAO PAULO,TORRINHA,0.48
2017,BAHIA,JUAZEIRO,1522.4899999999998
2013,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,838.0300000000001
2014,SAO PAULO,VARGEM,8.42
2020,SAO PAULO,LUIZIANIA,0.05
2017,MINAS GERAIS,SAO GONCALO DO PARA,12.379999999999999
2019,MARANHAO,CODO,16.5
2017,PARANA,PAICANDU,106
2014,SANTA CATARINA,GUABIRUBA,67038
2018,GOIAS,NIQUELANDIA,0
2018,RONDONIA,ESPIGAO D'OESTE,4.01
2017,PARANA,ANTONINA,26.71
2017,RONDONIA,COLORADO DO OESTE,9.81
2020,MATO GROSSO DO SUL,MARACAJU,142.5
2018,SAO PAULO,VOTUPORANGA,4.31
2018,MINAS GERAIS,MONTE BELO,17.86
2019,PERNAMBUCO,SURUBIM,187.72
2021,RIO GRANDE DO SUL,SANTA BARBARA DO SUL,0.02
2018,SAO PAULO,SOROCABA,1439289.6799999997
2016,PARAIBA,PAULISTA,0.3
2019,BAHIA,PINDAI,0.14
2014,AMAPA,FERREIRA GOMES,0.5
2021,SAO PAULO,HERCULANDIA,1.9700000000000002
2020,MINAS GERAIS,ESPIRITO SANTO DO DOURADO,1.2
2016,RIO GRANDE DO SUL,SAO VALENTIM,5
2018,SAO PAULO,FRANCA,11.87
2019,MINAS GERAIS,CONGONHAS,203.12
2021,PARAIBA,QUEIMADAS,91.21
2019,PARAIBA,SAO JOAO DO RIO DO PEIXE,0.5
2014,MINAS GERAIS,CAPITAO ENEAS,5457.01
2015,ESPIRITO SANTO,GUARAPARI,10
2016,RIO GRANDE DO SUL,FORMIGUEIRO,29.89
2020,MINAS GERAIS,CRUCILANDIA,0.99
2021,CEARA,SOBRAL,3594.9900000000007
2021,SANTA CATARINA,PENHA,5.1
2018,CEARA,ITAPAJE,6449.04
2015,SANTA CATARINA,SCHROEDER,0.02
2017,SANTA CATARINA,PERITIBA,4.739999999999999
2013,MATO GROSSO,CONFRESA,0.2
2017,ALAGOAS,UNIAO DOS PALMARES,24.03
2018,SANTA CATARINA,ILHOTA,458
2014,PARANA,FERNANDES PINHEIRO,7.89
2021,SAO PAULO,ANGATUBA,230.68
2015,RIO GRANDE DO SUL,ESPUMOSO,2.5
2018,BAHIA,NAZARE,3
2019,MATO GROSSO,SINOP,2989.3000000000006
2015,SANTA CATARINA,ITAPIRANGA,528.4
2015,ESPIRITO SANTO,SAO GABRIEL DA PALHA,3.6799999999999997
2019,PARA,ALENQUER,0.12999999999999998
2019,SAO PAULO,POTIM,506.18
2021,ACRE,PLACIDO DE CASTRO,0.17
2014,RIO GRANDE DO SUL,VIAMAO,2.11
2014,MINAS GERAIS,CAMANDUCAIA,8.5
2021,SAO PAULO,NOVA ODESSA,213.42999999999998
2019,SAO PAULO,SANTA CLARA D'OESTE,0.51
2020,MINAS GERAIS,BONFIM,0.01
2020,RIO DE JANEIRO,ITAOCARA,49.3
2013,PARANA,ENGENHEIRO BELTRAO,515.59
2015,RIO GRANDE DO SUL,CONDOR,6
2020,MINAS GERAIS,MARIA DA FE,0.7000000000000001
2017,MINAS GERAIS,NANUQUE,72.03999999999999
2018,ALAGOAS,IGACI,1
2013,MINAS GERAIS,MAR DE ESPANHA,11.24
2018,MINAS GERAIS,FRONTEIRA,0.51
2013,MINAS GERAIS,MONTES CLAROS,123047.72999999995
2021,SANTA CATARINA,IRINEOPOLIS,15013.9
2014,MINAS GERAIS,ITAVERAVA,1
2016,MATO GROSSO DO SUL,AQUIDAUANA,1.44
2017,RIO GRANDE DO SUL,SAO DOMINGOS DO SUL,1.03
2021,MINAS GERAIS,JEQUERI,150
2020,RIO GRANDE DO SUL,ESTANCIA VELHA,216.57
2019,MINAS GERAIS,TIMOTEO,282.42999999999995
2016,SAO PAULO,ITAPOLIS,72.81
2014,GOIAS,SAO SIMAO,55000
2021,PARANA,CAMBARA,1057.99
2016,RIO GRANDE DO SUL,NOVA PALMA,5
2015,GOIAS,NEROPOLIS,10.2
2018,BAHIA,SANTA LUZIA,13.16
2013,RIO GRANDE DO NORTE,SAO JOSE DO CAMPESTRE,0.01
2021,RIO GRANDE DO SUL,PANTANO GRANDE,3.53
2020,MINAS GERAIS,RAUL SOARES,0.78
2016,MINAS GERAIS,PARA DE MINAS,2425.47
2020,SAO PAULO,PIRACICABA,93008.44999999992
2016,BAHIA,RIACHO DE SANTANA,0.04
2014,MINAS GERAIS,CAPINOPOLIS,2844.97
2018,PARA,OURILANDIA DO NORTE,19506.83
2017,PARANA,ITAMBARACA,7
2019,GOIAS,MORRINHOS,632.61
2018,RIO DE JANEIRO,NITEROI,70.29000000000002
2021,MINAS GERAIS,SAO SEBASTIAO DO RIO VERDE,0.11
2021,RIO GRANDE DO NORTE,OURO BRANCO,298.75999999999993
2021,PERNAMBUCO,FREI MIGUELINHO,0.02
2018,MINAS GERAIS,PORTO FIRME,2.22
2017,PARA,TAILANDIA,45.669999999999995
2018,SAO PAULO,SAO LUIS DO PARAITINGA,81.01
2016,TOCANTINS,BANDEIRANTES DO TOCANTINS,20
2021,RIO GRANDE DO SUL,BARAO,2.32
2016,SAO PAULO,TABAPUA,0.11
2017,MATO GROSSO,BARRA DO BUGRES,0.04
2018,ESPIRITO SANTO,VILA PAVAO,71.9
2016,RIO GRANDE DO SUL,NOVA BASSANO,1
2013,MINAS GERAIS,CANA VERDE,63.85
2021,SAO PAULO,PRESIDENTE BERNARDES,0
2019,RIO GRANDE DO SUL,DONA FRANCISCA,2.3
2016,RIO GRANDE DO SUL,TRES DE MAIO,0.02
2019,RIO GRANDE DO SUL,ARVOREZINHA,33.83
2017,SAO PAULO,MONTE ALEGRE DO SUL,0.37
2017,SAO PAULO,HORTOLANDIA,8909.01
2016,TOCANTINS,NOVO JARDIM,1
2018,RIO GRANDE DO SUL,CAMPO BOM,529.9599999999999
2020,TOCANTINS,PALMEIROPOLIS,118.6
2016,MINAS GERAIS,CAMPOS GERAIS,0.2
2017,MATO GROSSO DO SUL,SETE QUEDAS,4.77
2014,PERNAMBUCO,CARPINA,0
2018,ESPIRITO SANTO,CARIACICA,568.4699999999999
2019,SANTA CATARINA,SIDEROPOLIS,92.71000000000001
2019,MINAS GERAIS,UBERLANDIA,16876.560000000005
2021,MATO GROSSO DO SUL,DOURADOS,450430.04
2018,SAO PAULO,JAGUARIUNA,126.32000000000001
2015,PARANA,SENGES,5730.1
2016,RIO GRANDE DO SUL,SALTO DO JACUI,0.5
2015,PARAIBA,GUARABIRA,15030.190000000002
2020,SAO PAULO,CERQUEIRA CESAR,324.53000000000003
2020,PARA,XINGUARA,2135.7
2016,SANTA CATARINA,LONTRAS,5.279999999999999
2015,SAO PAULO,ITAI,34
2018,ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,8.049999999999999
2016,SAO PAULO,ARARAS,4153.510000000002
2020,MINAS GERAIS,ARCOS,2597.16
2014,RIO DE JANEIRO,BELFORD ROXO,92.88000000000001
2013,PARA,CASTANHAL,0.02
2020,RIO GRANDE DO SUL,VERANOPOLIS,172.46999999999997
2019,SAO PAULO,DIADEMA,1041.74
2021,MATO GROSSO DO SUL,BELA VISTA,0.8
2019,BAHIA,ITAPE,32
2015,GOIAS,SANTO ANTONIO DA BARRA,147.35999999999999
2020,MINAS GERAIS,ALPERCATA,0.1
2015,RONDONIA,ALTO ALEGRE DOS PARECIS,0.05
2017,CEARA,PALHANO,0.3
2018,PARANA,MEDIANEIRA,337.1
2015,MINAS GERAIS,MEDINA,0.01
2017,SAO PAULO,ADAMANTINA,0.02
2018,MINAS GERAIS,COROMANDEL,66.96
2015,SANTA CATARINA,PORTO UNIAO,393.92999999999995
2019,MINAS GERAIS,VAZANTE,2932.15
2017,MARANHAO,MIRANDA DO NORTE,9.83
2015,MINAS GERAIS,DORES DO INDAIA,10
2013,SAO PAULO,NARANDIBA,200
2016,RIO GRANDE DO SUL,CACHOEIRINHA,26215.879999999997
2014,SAO PAULO,DUMONT,0.02
2014,SAO PAULO,PONTES GESTAL,754.41
2014,AMAZONAS,MAUES,0.01
2021,ALAGOAS,TEOTONIO VILELA,2110.28
2015,MINAS GERAIS,PRADOS,0.1
2019,BAHIA,IBICARAI,1
2014,SAO PAULO,LEME,3417.6600000000003
2018,MINAS GERAIS,GUIRICEMA,0.24000000000000005
2017,MINAS GERAIS,BELO VALE,1.43
2013,MINAS GERAIS,CONSELHEIRO LAFAIETE,116.01
2015,PARANA,MARILANDIA DO SUL,0.22999999999999998
2020,RIO GRANDE DO SUL,CAMAQUA,170.4
2016,RIO GRANDE DO SUL,SARANDI,108.38000000000001
2013,SANTA CATARINA,GARUVA,482.22
2018,SANTA CATARINA,LAGES,13726.609999999999
2019,MATO GROSSO DO SUL,AMAMBAI,158.63
2013,SANTA CATARINA,SAO JOSE DO CEDRO,3000.72
2017,MINAS GERAIS,CAMBUQUIRA,0.33
2020,GOIAS,VILA BOA,1
2019,MINAS GERAIS,COLUNA,2.1
2014,BAHIA,RIACHAO DAS NEVES,0.3400000000000001
2017,PARAIBA,TENORIO,0.4
2019,SANTA CATARINA,SAO CRISTOVAO DO SUL,33614.29
